Particulars,"For the period ended
September 30,2025","For the year ended
March 31, 2025","For the year ended
March 31, 2024","For the year ended
March 31, 2023"
"Projected Benefit obligation on current assumption
Delta Impact of increase in discount rate by 1%
Delta Impact of decrease in discount rate by 1%
Delta Impact of increase in salary escalation rate by 1%
Delta Impact of decrease in salary escalation rate by 1%
Delta Impact of increase in rate of employee turnover by 1%
Delta Impact of decrease in rate of employee turnover by 1%","84.63
(4.09)
4.53
4.00
(3.71)
(0.48)
0 .51","78.44
(3.77)
4.17
3.78
(3.49)
(0.42)
0 .44","56.90
(2.87)
3.19
3.10
(2.86)
0.33
(0.37)","49.59
(2.53)
2.82
2.76
(2.54)
0.31
(0.35)"
