Particulars,"As at
September 30, 2025","As at
March 31, 2025","As at
March 31, 2024","As at
March 31, 2023"
"Financial assets
Measured at fair value through Profit & Loss
Units of ICICI Prudential Short Term Fund - Growth Option
Units of Aditya Birla Sun Life Banking & PSU Debt Fund Growth Option
Units of Aditya Birla Sun Life Savings Fund
Unit of BB RF LP Corp Bancos
Units of RF CP Agile Company
Measured at amortised cost
(a) Cash and bank balances
(b) Other financial assets
(i) Trade Receivables
(ii) Loans
(iii) Others
Financial liabilities
Measured at amortised cost
(a) Borrowings
(b) Lease Liabilities
(c) Trade Payables
(d) Others Financial Liabilities","119.32
-
41.21
24.57
-
2 86.00
6 ,453.29
2 02.14
4 1.50
3 ,211.27
1 7.88
4 ,814.89
5 58.57","72.72
-
31.99
19.73
0.13
3 24.12
3 ,874.52
2 02.68
1 03.28
2 ,956.02
1 1.79
3 ,436.27
3 95.00","67.29
10.95
-
-
-
402.92
3,243.93
203.61
51.01
2,354.38
11.99
2,327.73
373.46","15.89
10.17
-
-
-
429.24
4,149.75
5 .97
1 2.87
3 ,242.57
-
3,516.07
245.59"
