Particulars,"For the period ended
September 30, 2025","For the year ended
March 31, 2025","For the year ended
March 31, 2024","For the year ended
March 31, 2023"
"Cost of raw materials consumed
Cost of packing materials consumed","4,557.85
391.43","8,294.37
636.01","5,917.00
522.18","8,238.87
516.01"
Total,"4,949.28","8,930.38","6,439.18","8,754.88"
