Promoters Name*,"September 30, 2025",,"As at March 31, 2025",,"As at December 20, 2024",,"% change As at
September 30, 2025","% change As at
March 31, 2025"
,No. of shares,% of Total shares,No. of shares,% of Total shares,No. of shares,% of capital,,
"Equity Shares
Govind Vishwanath Gadgil
Renu Govind Gadgil
P. N. Gadgil & Sons Limited","6 9,75,000
6 9,75,000
4 2,07,500","31.90%
31.90%
19.24%","15,50,000
15,50,000
9 ,35,000","31.90%
31.90%
19.24%","15,50,000
15,50,000
-","42.35%
42.35%
0.00%","0.00%
0.00%
0.00%","-24.68%
-24.68%
100.00%"
