Name of the shareholder,"As at September 30, 2025",,"As at September 30, 2024",,"As at March 31, 2025",,"As at March 31, 2024",,"As at March 31, 2023",
,"No. of Equity
Shares (Face Value","% of total
Share","No. of Equity
Shares (Face Value","% of total
Share","No. of Equity
Shares (Face","% of total
Share","No. of Equity
Shares (Face","% of total
Share","No. of Equity
Shares (Face","% of total
Share"
ICICI Bank Limited and its nominees,"9,00,25,730",51%,"90,02,573",51%,"90,02,573",51%,"90,02,573",51%,"90,02,573",51%
Prudential Corporation Holdings Limited,"8,64,95,170",49%,"86,49,517",49%,"86,49,517",49%,"86,49,517",49%,"86,49,517",49%
