Particulars,"As at
September
30, 2025","As at
September
30, 2024","As at
March 31,
2025","As at
March 31,
2024","As at
March 31,
2023"
"1st following year
2nd following year
3rd following year
4th following year
5th following year
Sum of year 6 and above","2 07.1
1 46.2
1 42.6
76.8
60.2
1 81.7","1 58.8
1 02.6
90.6
99.5
50.7
1 97.4","1 78.2
1 17.7
1 25.9
64.0
49.8
1 52.5","1 45.1
96.5
76.1
91.0
44.9
1 69.6","130.9
77.6
68.7
54.4
68.6
165.5"
