Name of the entity,Relation,"Place of
incorporation",Ownership interest,,,,
,,,"As at
September
30, 2025","As at
September
30, 2024","As at March
31, 2025","As at March
31, 2024","As at March
31, 2023"
ICICI Bank Limited,"Holding
company",India,51%,51%,51%,51%,51%
