"(i)
(ii)
(iii)
(iv)
(I)
(II)
(III)
(i)
(ii)
(iii)
(iv)
(v)
(IV)
(V)
(VI)
(VII)
(VIII)
(IX)
(X)","Revenue From Operations
Fees and commission Income
Interest Income
Dividend Income
Net gain on fair value changes
Total Revenue from Operations
Other Income
Total Income (I+II)
Expenses
Finance Cost
Fees and commission expense
Employee Benefits expense
Depreciation and amortization expense
Other expenses
Total expenses
Profit before tax
Tax expense:
(a) Current tax
(b) Deferred tax Charge/(Credit)
Profit for the period / year
Other Comprehensive Income
a) Items that will not be reclassified to
profit or loss:
-Remeasurement of the defined employee
benefit plans
b) Income tax relating to items that will not
be reclassified to profit or loss
-Tax on Remeasurement of the defined
employee benefit plans
Other Comprehensive Income
Total Comprehensive Income for the
period / year
Earnings per Equity Share (Face value of `
1/- each)
Basic & Diluted (`)*
* Not annualised for the period ended
September 30, 2025 and September 30,
2024","21
22
23
24
25
26
27
28
29
30.1
30.2
32
31","27,329.5
324.9
5 .9
1,833.5","21,869.3
284.1
4 .3
2,424.3","46,827.8
679.3
1 0.6
2,255.6","33,759.0
575.4
1 4.3
3,233.6","2 6,891.8
4 43.8
6 .7
1 ,031.2"
,,,"2 9,493.8
2 .3
2 9,496.1
8 7.2
1,992.1
3,412.2
519.0
1,990.8","2 4,582.0
0 .3
2 4,582.3
8 7.8
1,426.8
3,039.0
406.8
1,741.0","4 9,773.3
2 3.4
4 9,796.7
185.5
3,194.2
6,142.1
853.9
4,090.5","3 7,582.3
2 9.8
3 7,612.1
161.9
1,529.7
5,215.6
657.1
3,066.7","2 8,373.5
8 .3
2 8,381.8
1 49.1
9 57.5
4 ,117.1
5 05.0
2 ,581.4"
,,,"8 ,001.3
21,494.8
5,130.3
187.1","6 ,701.4
17,880.9
4,277.5
332.3","1 4,466.2
35,330.5
8,704.9
119.0","1 0,631.0
26,981.1
6,121.4
362.4","8 ,310.1
2 0,071.7
5 ,095.0
( 181.1)"
,,,"1 6,177.4
(52.8)
1 3.3","1 3,271.1
(28.2)
7 .1","2 6,506.6
(56.4)
1 4.2","2 0,497.3
(32.8)
8 .1","1 5,157.8
( 5.1)
1 .3"
,,,"( 39.5)
1 6,137.9
3 2.7","( 21.1)
1 3,250.0
2 6.9","( 42.2)
2 6,464.4
5 3.6","( 24.7)
2 0,472.6
4 1.5","( 3.8)
1 5,154.0
3 0.7"
