i) Equity shares,,,,,
"a) Interim dividend for the period ended September 30, 2025 of ₹
68.5 per fully paid share (September 30, 2024 ₹ 530.0, March 31,
2025 ₹ 1,140.0, March 31, 2024 ₹ 837.0, March 31, 2023 ₹ 691.0
per fully paid share)","12,091.7","9 ,355.6","20,123.4","14,774.8","1 2,197.6"
"ii) Dividends not recognised at the end of the reporting
period / year",,,,,
"a) In addition to the above dividends, since period / year end the
directors have approved the payment of a interim dividend of ₹
39.5 (September 30, 2024 ₹ 310, March 31, 2025 ₹ 330, March
31, 2024: ` 250 and March 31 2023: ` 205) per fully paid equity
share at its meeting held on October 11, 2025 (September 30,
2024 : October 16, 2024, March 31,2025: April12, 2025, March
31, 2024 : April 18, 2024 and March 31, 2023 : April 19, 2023)","6,972.6","5,472.1","5,825.2","4,413.0","3,618.7"
