Particulars,Fair value,,"Significant
unobservable
inputs",Probability-weighted range,,,
,"As at
September 30,
2025","As at
September 30,
2024",,"As at
September 30,
2025","As at
September 30,
2024","As at
September 30, 2025","As at
September 30, 2024"
"Alternative Investment
Fund",286.6,116.9,Net Asset Value (NAV),0.9x - 1.1x,0.9x - 1.1x,"A 10% increase in the NAV would increase the
carrying value of Investments by 28.7 Mn. A 10%
decrease in the NAV would decrease the carrying
value of investment by 28.7 Mn.","A10%increaseintheNAVwouldincreasethecarrying
valueofInvestmentsby11.7Mn.A10%decreaseinthe
NAVwoulddecreasethecarryingvalueofinvestment
by 11.7 Mn."
Equity Instruments,211.3,215.2,Valuation Factor,10% - 20%,10% - 20%,"A 10% increase in the Valuation factor would
increase the carrying value of Investments by 21.1
Mn.A10%decreaseintheValuation factorwould
decrease the carrying value of investment by 21.1
Mn.","A10%increaseintheValuationfactorwouldincrease
thecarryingvalueofInvestmentsby21.5Mn.A10%
decrease in the Valuation factor would decrease the
carrying value of investment by 21.5 Mn."
