CSR Expenditure,"September 30,
2025","September 30,
2024","March 31, 2025","March 31, 2024","March 31, 2023"
Opening Balance:,,,,,
- With company,-,-,-,1 .7,-
"Amount Transferred in Separate CSR
Unspent A/c during the period / year",,,,,
- To Separate CSR Unspent A/c,-,-,-,1 .7,-
"Amount required to be spent as per Section
135 of the Act (Debited to statement of
profit and loss)",2 60.8,2 10.9,4 21.9,361.5,3 23.4
"Total amount required to be spent during
the period / year",2 60.8,2 10.9,4 21.9,363.2,3 23.4
Amount spent during the period / year,,,,,
ICICI Foundation for Inclusive Growth,2 08.7,1 68.7,4 21.9,361.5,3 03.4
Prime Minister Internship Program,0.0,-,0.0,-,-
Army Welfare CSR Fund,-,-,-,-,2 0.0
Others*,-,-,-,1 .7,-
Total,208.7,168.7,4 21.9,363.2,3 23.4
"Amount yet to be spent during the period
/ year",52.1,42.2,-,-,-
Short Fall at the end of the period / year,-,-,-,-,1.7
Total of Previous period / years short fall,-,-,-,-,-
"Amount of cumulative unspent at the end of
the period / year",-,-,-,-,1.7
Reason for short fall (Note added)**,-,-,-,-,-
"whereaprovisionismadewithrespecttoa
liability incurred by entering into a
contractualobligation,themovementsinthe
provision during the period / year.",-,-,-,-,-
"**The unspent amount, mentioned above, is on account of extended tenure of the activities under one of the project of Army Welfare CSR Fund.
The gross amount required to be spent by the Company during the period / year towards Corporate Social Responsibility as per Section135(5) of the
Companies Act, 2013 is as follows:",,,,,
"(i) Gross amount required to be spent by the
Company during the period / year",260.8,210.9,421.9,361.5,323.4
"(ii) Amount approved by the Board to be
spent during the period / year",260.8,210.9,421.9,361.5,323.4
Amount spent during the period / year on,"September 30,
2025","September 30,
2024","March 31, 2025","March 31, 2024","March 31, 2023"
(i) Construction/acquisition of an asset,2 .8,1 8.7,3 43.9,-,-
(ii) On the purposes other than (i) above,5 .0,1 1.2,7 8.0,361.5,3 23.4
