Name of the Customer,"For The Six Months Ended
September 30, 2025",,"For The Six Months Ended
September 30, 2025",
,"Sales
(₹ Millions)",% of Sales,"Contribution to
Revenue from
Operations
(₹ Millions)","% of Revenue from
Operations"
Damodar Valley Corporation (DVC),"1 4,237.81",18.99%,"1 5,294.74",27.03%
"Uttar Pradesh Rajya Vidyut Utpadan
Nigam Limited (UPRVUNL)","8 ,239.76",10.99%,"8 ,712.88",15.40%
Steel Authority of India Limited (SAIL),"7 ,272.32",9.70%,"7 ,992.00",14.12%
