Particulars,"September 30, 2025","As at March 31,
2025","As at March 31,
2024","As at March 31,
2023"
"Discount rate
Increase by 50 basis points
Decrease by 50 basis points
Salary escalation
Increase by 50 basis points
Decrease by 50 basis points","7 .68
8 .36
8 .29
7 .73","4.62
5.19
5.14
4.67","3.85
4.30
4.28
3.86","3.07
3.44
3.42
3.08"
