Particulars,"As at September
30, 2025","As at
March 31, 2025","As at
March 31, 2024","As at
March 31, 2023"
"Increase in borrowing rates by 50 basis points
Impact on profits – Increase/(decrease)
Impact on equity (net of tax) – Increase/(decrease)
Decrease in borrowing rates by 50 basis points
Impact on profits – Increase/(decrease)
Impact on equity (net of tax) – Increase/(decrease)","(6.51)
(4.87)
6.51
4.87","(4.53)
(3.39)
4.53
3.39","-
-
-
-","-
-
-
-"
