Particulars,"Net Carrying Value at
the beginning of the
year","Addition during the
year / period","Deletion during the year
/ period","Net Carrying
Value at the
closing of the
year","Depreciation/
Amortisation for
the year"
Land,310.20,-,-,306.50,3.70
Building,-,-,-,-,
Plant and Equipment,-,-,-,-,
Furniture and Fixtures,-,-,-,-,
Vehicles,718.30,2.40,-,589.80,130.90
Office Equipment,-,-,-,-,-
Telecommunication,839.60,350.80,-,912.80,277.60
Railway Sidings,179.20,-,-,175.90,3.30
Rail Corridor,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Particulars,"Net Carrying Value at
the beginning of the
year","Addition during the
year / period","Deletion during the year
/ period","Net Carrying
Value at the
closing of the
year","Depreciation/
Amortisation for
the year"
Land,250.40,10.30,,257.00,3.70
Building,-,,,-,
Plant and Equipment,-,,,-,
Furniture and Fixtures,-,,,-,
Vehicles,785.90,157.70,,827.80,115.80
Office Equipment,-,389.00,,155.30,233.70
Telecommunication,918.00,,,918.00,
Railway Sidings,185.90,,,159.40,26.50
Rail Corridor,-,,,-,
Intangible Assets,-,,,-,
Particulars,"Net Carrying Value at
the beginning of the
year","Addition during the
year / period","Deletion during the year
/ period","Net Carrying
Value at the
closing of the
year","Depreciation/
Amortisation for
the year"
Land,250.40,67.30,-,310.20,7.50
Building,-,-,-,-,-
Plant and Equipment,-,-,-,-,-
Furniture and Fixtures,-,-,-,-,-
Vehicles,785.90,235.20,-,718.30,302.80
Office Equipment,-,-,-,-,-
Telecommunication,918.00,389.00,-,839.60,467.40
Railway Sidings,185.90,-,-,179.20,6.70
Rail Corridor,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Particulars,"Net Carrying Value at
the beginning of the
year","Addition during the
year / period","Deletion during the year
/ period","Net Carrying
Value at the
closing of the
year","Depreciation/
Amortisation for
the year"
Land,253.90,9.20,-,250.40,12.70
Building,-,-,-,-,-
Plant and Equipment,-,-,-,-,-
Furniture and Fixtures,-,-,-,-,-
Vehicles,408.90,607.90,-,785.90,230.90
Office Equipment,-,-,-,-,-
Telecommunication,"1,209.40",71.40,-,918.00,362.80
Railway Sidings,192.50,-,-,185.90,6.60
Rail Corridor,-,-,-,-,-
Intangible Assets,-,-,-,-,-
Particulars,"Net Carrying Value at
the beginning of the
year","Addition during the
year / period","Deletion during the year
/ period","Net Carrying
Value at the
closing of the
year","Depreciation/
Amortisation for
the year"
Land,260.60,0.50,-,253.90,7.20
Building,-,-,-,-,-
Plant and Equipment,-,-,-,-,-
Furniture and Fixtures,-,-,-,-,-
Vehicles,95.30,394.70,-,408.90,81.10
Office Equipment,-,-,-,-,-
Telecommunication,"1,572.20",-,-,"1,209.40",362.80
Railway Sidings,199.10,-,-,192.50,6.60
Rail Corridor,-,-,-,-,-
Intangible Assets,-,-,-,-,-
