,,,,Listing date,,,,+/- % change in
,,,,,,+/- % change in,+/- % change in,
,,,,,,,,closing
,,,,,,"closing price, [+/- %","closing price, [+/- %",
,,,,,Opening price,,,"price, [+/- % change"
Sr.,,Issue size,Issue,,,change in closing,change in closing,
,Issue name,,,,on listing date,,,in
No.,,(₹ millions),price (₹),,,benchmark]- 30th,benchmark]- 90th,
,,,,,(in ₹),,,closing benchmark]-
,,,,,,calendar days from,calendar days from,
,,,,,,,,180th calendar days
,,,,,,listing,listing,
,,,,,,,,from listing
7,"Ajax Engineering
Limited","12,688.84",629.00,"February 17,
2025",576.00,-2.86% [-0.55%],+6.78% [+8.97%],+12.42% [+7.28%]
8,Swiggy Limited,"113,274.27",390.00,"November 13,
2024",420.00,+29.31% [+4.20%],-7.15% [-0.75%],-19.72% [+1.91%]
9,"Hyundai Motor India
Limited","278,556.83","1,960.00","October 22,
2024","1,934.00",-6.64% [-3.90%],-8.72% [-5.19%],-15.22% [-2.54%]
10,"Northern Arc Capital
Limited","7,770.00",263.00,"September 24,
2024",350.00,-7.15% [-5.80%],-15.71% [-9.07%],-33.46% [-9.98%]
