Vrajmohan R. Shah (Refer Note (e) below),No.of Shares,-,-,"3 ,90,750","3 ,90,750"
,% of Total Shares,0.00%,0.00%,15.02%,14.22%
,%Change During the period/ year,0.00%,-15.02%,0.80%,0.97%
Vrajmohan Ramanlal Shah (HUF),No.of Shares,-,-,-,-
,% of Total Shares,-,-,-,-
,%Change During the period/ year,-,-,-,-6.59%
Vihangi Shah #,No.of Shares,"1 ,500","1 ,500",1 00,1 00
,% of Total Shares,0.00%,0.00%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,-,-0.17%
Deepa B. Shah #,No.of Shares,"1 ,500","1 ,500",1 00,1 00
,% of Total Shares,0.00%,0.00%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,0.00%,-1.90%
Vilasben V. Shah #,No.of Shares,"8 5,12,500","8 5,12,500","1 ,76,750","6 ,31,275"
,% of Total Shares,21.82%,21.82%,6.79%,22.97%
,%Change During the period/ year,0.00%,15.02%,-16.20%,16.99%
Mr. Vrajmohan R. Shah Jointly with Mrs. Vilasben V. Shah (Refer Note No. (e) below),No.of Shares,-,-,-,-
,% of Total Shares,-,-,-,-
,%Change During the period/ year,-,-,-,-8.85%
Falguni K. Shah #,No.of Shares,"1 ,500","1 ,500",1 00,1 00
,% of Total Shares,0.00%,0.00%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,0.00%,-1.90%
Bhavesh V. Shah #,No.of Shares,"9 5,35,650","9 5,35,650","6 ,35,710","6 ,35,710"
,% of Total Shares,24.44%,24.44%,24.44%,23.13%
,%Change During the period/ year,0.00%,0.00%,1.31%,3.34%
Riddhi Shah #,No.of Shares,"1 6,500","1 6,500","1 ,100","1 ,100"
,% of Total Shares,0.04%,0.04%,0.04%,0.04%
,%Change During the period/ year,0.00%,0.00%,0.00%,-0.16%
Kenal Vrajmohan Shah (HUF),No.of Shares,-,-,-,-
,% of Total Shares,-,-,-,-
,%Change During the period/ year,-,-,-,-1.77%
Kenal Vrajmohan Shah,No.of Shares,-,-,-,-
,% of Total Shares,-,-,-,-
,%Change During the period/ year,-,-,-,-19.90%
Bhavesh Vrajmohan Shah (HUF),No.of Shares,-,-,-,-
,% of Total Shares,-,-,-,-
,%Change During the period/ year,-,-,-,-1.77%
Tirth Shah #,No.of Shares,"2 0,05,800","2 0,05,800","1 ,33,220","1 ,33,220"
,% of Total Shares,5.14%,5.14%,5.12%,4.85%
,%Change During the period/ year,0.00%,0.02%,0.27%,0.33%
Athena Trust #,No.of Shares,"7 3,500","7 3,500","4 ,900","4 ,900"
,% of Total Shares,0.19%,0.19%,0.19%,0.18%
,%Change During the period/ year,0.00%,0.00%,0.01%,0.18%
Beta Trust #,No.of Shares,"8 ,40,375","8 ,40,375","5 6,025","5 6,025"
,% of Total Shares,2.15%,2.15%,2.15%,2.04%
,%Change During the period/ year,0.00%,0.00%,0.12%,2.04%
Kappa Trust #,No.of Shares,"1 ,04,23,875","1 ,04,23,875","6 ,26,670","6 ,26,670"
,% of Total Shares,26.71%,26.71%,24.09%,22.80%
,%Change During the period/ year,0.00%,2.62%,1.29%,22.80%
Shard Trust #,No.of Shares,"7 3,500","7 3,500","4 ,900","4 ,900"
,% of Total Shares,0.19%,0.19%,0.19%,0.18%
,%Change During the period/ year,0.00%,0.00%,0.01%,0.18%
Monakhos Trust #,No.of Shares,"1 ,500","1 ,500",1 00,1 00
,% of Total Shares,0.00%,0.00%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,0.00%,0.00%
Stamford Trust #,No.of Shares,"1 9,98,300","1 9,98,300","6 8,155","6 8,155"
,% of Total Shares,5.12%,5.12%,2.62%,2.48%
,%Change During the period/ year,0.00%,2.50%,0.14%,2.48%
Alpha Trust #,No.of Shares,"4 8,40,575","4 8,25,575","4 ,55,025",-
,% of Total Shares,12.41%,12.37%,17.49%,0.00%
,%Change During the period/ year,0.04%,-5.13%,100.00%,0.00%
Pujan Shah #,No.of Shares,"1 ,500","1 ,500",1 00,1 00
,% of Total Shares,0.00%,0.00%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,0.00%,0.00%
Nikhil C Shah #,No.of Shares,"2 2,500","2 2,500","1 ,500","1 ,500"
,% of Total Shares,0.06%,0.06%,0.00%,0.00%
,%Change During the period/ year,0.00%,0.00%,0.00%,0.00%
