"Name of the struck off
Company","Nature of transactions with struck-off
Company","Transactions during the period
September 30, 2025","Balance outstanding as
at September 30, 2025","Relationship with
the Struck off
company, if any,
to be disclosed"
"Ghandat Power Project
Developers Private",Receivables,-,1 .56,Vendor
