"September 30, 2025","September 30, 2024","March 31, 2025","March 31, 2024"
"7.15%
9.00%
7.00%
10.00%
2.00%
Indian Assured Lives
Mortality (2012-14) Ultimate
-100%","7.15%
9.00%
10.00%
6.00%
2.00%
Indian Assured Lives
Mortality (2012-14) Ultimate
-100%","6.90%
9.00%
7.00%
10.00%
2.00%
Indian Assured Lives
Mortality (2012-14) Ultimate
-100%","7.15%
9.00%
10.00%
6.00%
2.00%
Indian Assured Lives
Mortality (2012-14)
Ultimate -100%"
