"September 30, 2025","September 30, 2024","March 31, 2025","March 31, 2024"
"( 670)
997
902
( 723)
( 783)
846","( 564)
824
753
( 602)
( 659)
699","( 641)
931
842
( 689)
( 743)
796","(484)
710
654
(500)
(566)
602"
